CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
15277,47,1,241.98,3,1,2,312
15279,355,1,270.35,1,1,2,112
15280,173,1,87.62,2,1,1,211
15281,59,9,2273.23,3,5,5,355
15286,50,1,240.55,3,1,2,312
15287,23,2,414.69,4,3,3,433
15288,44,5,2306.52,3,4,5,345
15289,30,3,689.46,4,3,3,433
15290,5,18,5319.37,5,5,5,555
15291,26,12,3050.06,4,5,5,455
15292,202,1,178.39,1,1,1,111
15296,51,6,3468.62,3,5,5,355
15297,11,3,641.94,5,3,3,533
15298,3,11,3366.58,5,5,5,555
15299,165,1,600.0,2,1,3,213
15300,65,1,496.44,3,1,3,313
15301,51,11,4082.09,3,5,5,355
15303,291,1,574.02,1,1,3,113
15304,61,8,694.4000000000001,3,5,3,353
15306,65,3,1058.67,3,3,4,334
15307,96,1,205.3,2,1,2,212
15308,275,1,296.55,1,1,2,112
15311,1,91,20602.66,5,5,5,555
15312,76,4,843.25,2,4,4,244
15313,111,1,52.0,2,1,1,211
15314,200,1,314.05,1,1,2,112
15315,65,2,475.21999999999997,3,3,3,333
15318,4,1,284.9,5,1,2,512
15319,284,1,204.5,1,1,2,112
15320,45,1,197.53,3,1,1,311
15321,71,3,2467.79,3,3,5,335
15322,86,1,665.76,2,1,3,213
15325,104,1,161.74,2,1,1,211
15326,334,1,311.71,1,1,2,112
15327,53,1,208.75,3,1,2,312
15329,40,3,1049.7,3,3,4,334
15330,33,1,29.759999999999998,4,1,1,411
15332,370,3,1266.86,1,3,4,134
15333,209,1,238.0,1,1,2,112
15334,157,3,350.82,2,3,2,232
15335,54,1,170.22,3,1,1,311
15339,67,2,561.91,3,3,3,333
15341,81,1,732.96,2,1,3,213
15342,130,1,406.09,2,1,2,212
15343,88,1,364.5,2,1,2,212
15344,1,3,563.94,5,3,3,533
15345,46,1,393.54,3,1,2,312
15346,333,1,252.42000000000002,1,1,2,112
15347,367,1,81.60000000000001,1,1,1,111
15348,73,1,158.04,2,1,1,211
15349,159,2,425.66,2,3,3,233
15350,374,1,115.65,1,1,1,111
15351,13,7,1934.66,5,5,5,555
15353,255,2,770.12,1,3,3,133
15355,30,2,277.05,4,3,2,432
15356,32,10,2709.33,4,5,5,455
15358,5,22,8008.56,5,5,5,555
15360,40,1,427.93,3,1,3,313
15361,362,1,139.8,1,1,1,111
15363,373,1,326.0,1,1,2,112
15364,96,2,675.59,2,3,3,233
15365,26,7,2314.32,4,5,5,455
15366,76,2,566.39,2,3,3,233
15367,58,4,1827.75,3,4,5,345
15368,22,1,16.5,4,1,1,411
15370,41,7,2386.05,3,5,5,355
15373,9,12,2415.91,5,5,5,555
15374,129,1,76.2,2,1,1,211
15376,41,3,1221.56,3,3,4,334
15379,170,7,3474.21,2,5,5,255
15380,9,4,1441.44,5,4,4,544
15381,214,2,457.65,1,3,3,133
15382,15,6,5686.97,5,5,5,555
15384,170,2,611.81,2,3,3,233
15385,41,1,158.96,3,1,1,311
15386,187,1,370.74,1,1,2,112
15388,271,1,140.54,1,1,1,111
15392,5,4,1421.29,5,4,4,544
15393,17,2,231.86,4,3,2,432
15394,10,4,2133.54,5,4,5,545
15395,326,1,107.45,1,1,1,111
15396,113,1,288.18,2,1,2,212
15397,290,1,94.0,1,1,1,111
15398,17,2,1345.53,4,3,4,434
15399,2,3,768.97,5,3,3,533
15400,129,3,208.6,2,3,2,232
15402,149,2,496.21000000000004,2,3,3,233
15405,190,1,247.33999999999997,1,1,2,112
15406,32,2,501.59000000000003,4,3,3,433
15407,34,4,1015.54,3,4,4,344
15408,265,1,267.18,1,1,2,112
15410,85,8,3246.84,2,5,5,255
15411,27,4,1319.05,4,4,4,444
15412,172,1,160.29,2,1,1,211
15414,10,3,731.7,5,3,3,533
15415,314,1,482.09000000000003,1,1,3,113
15416,65,4,3763.2000000000003,3,4,5,345
15417,86,1,508.8,2,1,3,213
15419,25,1,84.74,4,1,1,411
15421,59,4,936.44,3,4,4,344
15422,324,2,97.7,1,3,1,131
15423,39,1,7.5,3,1,1,311
15424,255,2,304.14,1,3,2,132
15426,20,5,1404.07,4,4,4,444
15427,34,3,1401.5,3,3,4,334
15428,16,1,75.06,4,1,1,411
15429,27,2,360.03000000000003,4,3,2,432
15432,24,1,171.19,4,1,1,411
15433,214,2,533.3,1,3,3,133
15434,9,5,846.36,5,4,4,544
15435,23,1,149.29,4,1,1,411
15436,13,3,1067.75,5,3,4,534
15437,263,1,200.16,1,1,1,111
15438,132,1,156.57999999999998,2,1,1,211
15440,55,3,383.68,3,3,2,332
15443,2,7,3108.83,5,5,5,555
15444,10,2,1411.21,5,3,4,534
15445,265,1,113.5,1,1,1,111
15447,331,1,155.17,1,1,1,111
15448,313,1,494.64,1,1,3,113
15449,27,3,923.16,4,3,4,434
15450,31,1,429.84,4,1,3,413
15452,30,3,528.48,4,4,3,443
15453,2,7,1371.77,5,5,4,554
15454,363,1,179.1,1,1,1,111
15456,284,3,381.67,1,4,2,142
15457,263,1,237.07,1,1,2,112
15458,26,1,142.92,4,1,1,411
15460,355,1,214.26,1,1,2,112
15462,95,3,144.6,2,4,1,241
15463,30,1,119.3,4,1,1,411
15464,339,1,1044.65,1,1,4,114
15465,20,18,3942.94,4,5,5,455
15466,86,1,334.53,2,1,2,212
15467,10,3,524.88,5,4,3,543
15468,52,2,467.51,3,3,3,333
15469,51,2,538.55,3,3,3,333
15471,3,1,372.88,5,1,2,512
15472,114,1,371.56,2,1,2,212
15475,78,1,454.10999999999996,2,1,3,213
15478,41,2,1099.24,3,3,4,334
15480,117,1,905.5,2,1,4,214
15482,16,11,3722.88,4,5,5,455
15483,162,4,201.26,2,4,1,241
15484,2,4,2672.47,5,4,5,545
15485,31,3,1964.8600000000001,4,4,5,445
15488,93,1,15.0,2,1,1,211
15489,23,3,894.04,4,4,4,444
15491,96,6,2880.89,2,5,5,255
15492,29,2,645.54,4,3,3,433
15493,33,5,1953.41,4,4,5,445
15494,22,2,1154.88,4,3,4,434
15497,18,2,771.0,4,3,3,433
15498,3,27,12576.17,5,5,5,555
15500,9,4,1096.28,5,4,4,544
15502,16,12,8065.22,4,5,5,455
15503,363,1,141.04,1,1,1,111
15504,82,1,52.83,2,1,1,211
15505,53,5,2027.46,3,4,5,345
15506,23,3,796.16,4,4,4,444
15507,172,1,475.86,2,1,3,213
15508,190,6,926.83,1,5,4,154
15510,331,1,250.0,1,1,2,112
15511,12,5,900.53,5,4,4,544
15512,156,2,121.0,2,3,1,231
15513,34,17,10883.62,3,5,5,355
15514,13,10,2049.85,5,5,5,555
15516,45,3,62.43,3,4,1,341
15517,234,1,259.47,1,1,2,112
15518,65,8,1870.43,3,5,5,355
15520,2,1,320.7,5,1,2,512
15521,41,8,2698.16,3,5,5,355
15522,33,2,326.65,4,3,2,432
15523,85,1,97.01,2,1,1,211
15524,25,1,440.0,4,1,3,413
15525,3,3,734.37,5,4,3,543
15526,34,2,148.44,3,3,1,331
15527,19,8,2326.29,4,5,5,455
15528,255,1,171.33,1,1,1,111
15529,23,11,3763.88,4,5,5,455
15530,22,4,1407.07,4,4,4,444
15531,9,2,1965.55,5,3,5,535
15532,26,4,1550.69,4,4,4,444
15533,20,3,728.37,4,4,3,443
15535,174,4,502.9,2,4,3,243
15537,164,1,110.92,2,1,1,211
15539,8,1,478.46,5,1,3,513
15540,12,1,185.22,5,1,1,511
15541,115,1,85.13000000000001,2,1,1,211
15543,289,1,127.86,1,1,1,111
15544,10,9,3504.71,5,5,5,555
15545,55,2,288.96999999999997,3,3,2,332
15547,8,14,4563.88,5,5,5,555
15549,78,3,1631.46,2,4,4,244
15550,5,4,575.63,5,4,3,543
15551,37,1,429.22,3,1,3,313
15552,218,1,90.12,1,1,1,111
15553,61,1,428.93,3,1,3,313
15554,278,1,217.2,1,1,2,112
15555,13,16,4727.24,5,5,5,555
15556,25,1,229.76999999999998,4,1,2,412
15557,29,1,378.91,4,1,2,412
15561,12,4,800.59,5,4,4,544
15563,23,3,1269.28,4,4,4,444
15565,51,2,173.16,3,3,1,331
15567,19,1,74.65,4,1,1,411
15568,3,3,758.29,5,4,3,543
15569,132,2,71.91,2,3,1,231
15570,8,12,4090.98,5,5,5,555
15571,12,4,599.55,5,4,3,543
15572,5,7,2479.34,5,5,5,555
15573,32,2,532.15,4,3,3,433
15574,178,4,645.4,2,4,3,243
15576,38,1,682.33,3,1,3,313
15577,152,3,258.88,2,4,2,242
15578,163,1,127.1,2,1,1,211
15579,69,2,327.6,3,3,2,332
15581,121,13,3675.77,2,5,5,255
15582,25,3,682.9100000000001,4,4,3,443
15584,24,4,675.86,4,4,3,443
15585,177,1,455.3,2,1,3,213
15587,51,3,305.28,3,4,2,342
15589,256,3,478.53000000000003,1,4,3,143
15592,47,1,314.66,3,1,2,312
15593,71,1,199.8,3,1,1,311
15594,16,5,1765.9,4,4,5,445
15596,101,5,1406.59,2,4,4,244
15597,36,1,324.57,3,1,2,312
15598,54,1,240.68,3,1,2,312
15599,27,2,730.54,4,3,3,433
15601,12,14,6308.12,5,5,5,555
15602,9,7,691.75,5,5,3,553
15604,53,1,216.39,3,1,2,312
15605,37,5,1198.23,3,4,4,344
15606,62,9,2757.92,3,5,5,355
15607,337,1,104.76,1,1,1,111
15608,61,3,932.76,3,4,4,344
15609,185,1,298.48,1,1,2,112
15610,52,1,112.46000000000001,3,1,1,311
15611,10,13,1204.81,5,5,4,554
15612,37,2,195.15,3,3,1,331
15615,11,22,9022.08,5,5,5,555
15618,33,4,776.851,4,4,3,443
15619,11,1,191.40000000000003,5,1,1,511
15620,57,3,1547.3,3,4,4,344
15621,5,3,202.01000000000002,5,4,1,541
15622,44,9,3695.64,3,5,5,355
15623,142,1,301.03,2,1,2,212
15624,117,4,566.85,2,4,3,243
15625,104,4,1161.42,2,4,4,244
15626,75,2,602.36,2,3,3,233
15628,5,9,2797.04,5,5,5,555
15630,46,2,1162.95,3,3,4,334
15632,16,8,3082.15,4,5,5,455
15634,18,1,243.55,4,1,2,412
15636,90,2,724.76,2,3,3,233
15637,53,1,223.36,3,1,2,312
15639,135,1,425.32,2,1,3,213
15640,5,14,10109.33,5,5,5,555
15641,106,4,1812.92,2,4,5,245
15643,192,3,664.0,1,4,3,143
15644,167,4,803.54,2,4,4,244
15645,19,1,530.4100000000001,4,1,3,413
15646,158,3,419.92,2,4,3,243
15648,205,2,581.5,1,3,3,133
15651,37,3,491.65999999999997,3,4,3,343
15652,92,1,337.74,2,1,2,212
15653,116,1,48.0,2,1,1,211
15654,10,2,395.91,5,3,2,532
15655,244,1,560.67,1,1,3,113
15656,46,4,748.5,3,4,3,343
15657,23,1,30.0,4,1,1,411
15658,191,5,1024.1000000000001,1,4,4,144
15659,44,1,275.85,3,1,2,312
15660,26,9,1560.54,4,5,4,454
15661,318,1,19.8,1,1,1,111
15663,107,1,124.1,2,1,1,211
15664,51,1,386.43,3,1,2,312
15665,169,2,1974.05,2,3,5,235
15667,40,1,301.32,3,1,2,312
15669,41,4,512.5,3,4,3,343
15670,297,1,173.05,1,1,1,111
15671,19,7,1272.21,4,5,4,454
15673,89,4,2660.41,2,4,5,245
15674,74,5,2363.92,2,4,5,245
15675,82,3,258.61,2,4,2,242
15676,19,3,3337.72,4,4,5,445
15677,50,1,657.23,3,1,3,313
15678,53,1,290.3,3,1,2,312
15679,25,4,690.98,4,4,3,443
15680,10,3,1212.84,5,4,4,544
15681,26,5,1426.16,4,4,4,444
15683,118,1,152.95,2,1,1,211
15687,9,9,2979.18,5,5,5,555
15689,120,2,254.1,2,3,2,232
15690,5,2,201.48,5,3,1,531
15692,29,1,191.04,4,1,1,411
15694,9,13,3622.06,5,5,5,555
15695,267,2,396.06,1,3,2,132
15696,34,8,2711.11,3,5,5,355
15699,18,1,309.65,4,1,2,412
15700,173,2,655.88,2,3,3,233
15701,3,4,1498.76,5,4,4,544
15703,265,1,211.5,1,2,2,122
15704,141,4,2224.42,2,4,5,245
15705,202,1,83.1,1,2,1,121
15706,64,4,1060.56,3,4,4,344
15707,36,4,901.86,3,4,4,344
15708,41,7,3208.37,3,5,5,355
15709,284,1,69.65,1,2,1,121
15712,10,5,970.6,5,4,4,544
15713,144,2,356.7,2,3,2,232
15714,12,2,330.03000000000003,5,3,2,532
15716,146,4,849.59,2,4,4,244
15717,235,1,150.3,1,2,1,121
15719,33,13,5030.07,4,5,5,455
15720,25,1,587.03,4,2,3,423
15721,12,1,467.40000000000003,5,2,3,523
15722,36,4,1093.17,3,4,4,344
15723,365,1,190.7,1,2,1,121
15724,202,2,218.25,1,3,2,132
15725,16,1,415.25,4,2,3,423
15727,17,7,4712.51,4,5,5,455
15729,213,1,85.0,1,2,1,121
15730,66,3,1106.96,3,4,4,344
15732,213,2,280.2,1,3,2,132
15733,283,1,162.3,1,2,1,121
15734,115,2,716.95,2,3,3,233
15737,15,8,1148.8,5,5,4,554
15738,19,16,3838.84,4,5,5,455
15739,67,1,77.6,3,2,1,321
15740,50,1,126.80000000000001,3,2,1,321
15743,17,4,775.96,4,4,3,443
15744,78,1,6.959999999999999,2,2,1,221
15745,20,4,1094.59,4,4,4,444
15746,135,1,182.96,2,2,1,221
15747,13,3,737.84,5,4,3,543
15748,41,1,144.36,3,2,1,321
15750,3,8,2360.45,5,5,5,555
15752,40,7,2614.42,3,5,5,355
15754,52,3,458.57,3,4,3,343
15755,11,6,2308.09,5,5,5,555
15756,62,4,528.01,3,4,3,343
15757,66,2,685.38,3,3,3,333
15758,25,1,205.25,4,2,2,422
15759,219,3,253.04,1,4,2,142
15762,66,2,583.75,3,3,3,333
15763,32,2,1086.92,4,3,4,434
15764,89,6,3097.57,2,5,5,255
15766,65,1,315.06,3,2,2,322
15768,116,3,621.8299999999999,2,4,3,243
15769,236,1,122.03999999999999,1,2,1,121
15773,6,1,128.8,5,2,1,521
15774,69,1,270.8,3,2,2,322
15775,246,1,104.9,1,2,1,121
15776,134,1,234.78,2,2,2,222
15777,242,3,475.91,1,4,3,143
15780,184,3,475.28000000000003,1,4,3,143
15781,26,3,345.46,4,4,2,442
15782,10,3,1899.78,5,4,5,545
15783,11,1,197.82,5,2,1,521
15785,33,5,1719.57,4,4,5,445
15786,47,3,4878.2,3,4,5,345
15787,27,3,933.26,4,4,4,444
15789,359,1,297.65999999999997,1,2,2,122
15790,11,1,203.63,5,2,1,521
15791,44,2,1527.37,3,3,4,334
15793,15,2,150.57,5,3,1,531
15795,150,1,603.17,2,2,3,223
15796,2,8,2708.61,5,5,5,555
15797,320,1,15.0,1,2,1,121
15799,76,3,852.29,2,4,4,244
15800,108,2,696.89,2,3,3,233
15801,47,3,1063.95,3,4,4,344
15802,143,1,451.42,2,2,3,223
15803,52,1,154.86,3,2,1,321
15804,1,13,4136.43,5,5,5,555
15805,24,16,5003.5,4,5,5,455
15806,47,3,671.22,3,4,3,343
15807,51,3,903.9,3,4,4,344
15808,307,4,3464.9700000000003,1,4,5,145
15809,37,5,497.05,3,4,3,343
15810,79,4,1391.98,2,4,4,244
15811,23,6,2181.18,4,5,5,455
15812,108,4,632.1800000000001,2,4,3,243
15813,208,2,1095.11,1,3,4,134
15814,17,4,1324.69,4,4,4,444
15815,64,3,602.58,3,4,3,343
15819,50,4,1805.3700000000001,3,4,5,345
15820,320,1,116.97999999999999,1,2,1,121
15821,45,2,570.96,3,3,3,333
15822,4,2,885.47,5,3,4,534
15823,373,1,15.0,1,2,1,121
15825,173,1,474.94,2,2,3,223
15826,57,3,1488.67,3,4,4,344
15827,74,14,1836.0900000000001,2,5,5,255
15829,100,2,543.3199999999999,2,3,3,233
15830,38,1,576.0,3,2,3,323
15831,59,3,466.97,3,4,3,343
15832,255,1,836.79,1,2,4,124
15834,71,4,2160.23,3,4,5,345
15835,45,4,954.09,3,4,4,344
15836,51,1,137.37,3,2,1,321
15837,65,1,391.98,3,2,2,322
15838,26,5,717.84,4,4,3,443
15839,34,3,1022.21,3,4,4,344
15840,59,2,334.8,3,3,2,332
15841,73,4,735.0,2,4,3,243
15843,304,1,118.95000000000002,1,2,1,121
15844,47,1,130.73999999999998,3,2,1,321
15845,18,8,3339.57,4,5,5,455
15847,39,2,328.79,3,3,2,332
15850,20,2,212.92,4,3,2,432
15852,187,2,160.71,1,3,1,131
15853,52,1,110.8,3,2,1,321
15854,5,11,2035.5300000000002,5,5,5,555
15855,137,5,712.24,2,4,3,243
15856,5,25,9689.68,5,5,5,555
15857,19,1,174.6,4,2,1,421
15858,16,5,1386.95,4,4,4,444
15860,41,8,947.16,3,5,4,354
15861,13,8,2981.82,5,5,5,555
15862,9,4,771.44,5,4,3,543
15863,26,2,68.84,4,3,1,431
15864,67,3,442.20000000000005,3,4,3,343
15865,41,3,871.73,3,4,4,344
15866,102,1,211.89,2,2,2,222
15867,6,15,3704.3,5,5,5,555
15869,278,2,119.4,1,3,1,131
15870,33,1,351.44,4,2,2,422
15872,15,2,316.25,5,3,2,532
15874,64,7,2202.4,3,5,5,355
15877,2,2,448.33,5,3,3,533
15880,370,1,329.03000000000003,1,2,2,122
15881,313,4,234.09,1,4,2,142
15882,199,4,425.76000000000005,1,4,3,143
15883,3,2,396.48,5,3,2,532
15885,93,3,379.35,2,4,2,242
15886,61,1,114.45,3,2,1,321
15888,81,1,168.31,2,2,1,221
15889,157,2,420.07,2,3,3,233
15891,227,1,468.12,1,2,3,123
15894,254,2,258.25,1,3,2,132
15895,150,1,21.85,2,2,1,221
15897,195,2,90.53,1,3,1,131
15898,2,5,936.58,5,4,4,544
15899,369,1,56.25,1,2,1,121
15900,24,1,337.28,4,2,2,422
15901,17,3,334.61,4,4,2,442
15903,10,7,2366.64,5,5,5,555
15904,9,1,164.68,5,2,1,521
15906,20,7,1567.69,4,5,4,454
15907,4,3,882.72,5,4,4,544
15909,174,1,191.94,2,2,1,221
15910,1,8,1228.88,5,5,4,554
15912,179,2,264.62,2,3,2,232
15916,17,8,1498.54,4,5,4,454
15917,248,1,123.1,1,2,1,121
15918,191,2,334.23,1,3,2,132
15919,20,2,525.69,4,3,3,433
15920,155,4,167.5,2,4,1,241
15921,173,1,241.91,2,2,2,222
15922,374,1,248.9,1,2,2,122
15923,373,1,96.2,1,2,1,121
15925,195,1,207.15,1,2,2,122
15930,68,1,426.63,3,2,3,323
15932,5,8,1703.1100000000001,5,5,5,555
15933,22,3,1060.9,4,4,4,444
15935,240,2,416.86,1,3,3,133
15937,65,1,145.35,3,2,1,321
15938,113,5,314.58,2,4,2,242
15939,90,12,888.91,2,5,4,254
15940,312,1,35.8,1,2,1,121
15942,134,1,292.44,2,2,2,222
15944,277,1,325.1,1,2,2,122
15945,366,1,13.6,1,2,1,121
15947,83,1,572.04,2,2,3,223
15948,9,2,931.84,5,3,4,534
15949,17,2,349.6,4,3,2,432
15950,32,4,1744.71,4,4,5,445
15951,9,2,708.22,5,3,3,533
15952,34,4,763.19,3,4,3,343
15953,16,8,1055.48,4,5,4,454
15955,25,14,4033.66,4,5,5,455
15957,32,1,428.89,4,2,3,423
15958,75,1,104.35,2,2,1,221
15963,20,2,470.76,4,3,3,433
15965,18,4,793.75,4,4,4,444
15967,24,2,397.68,4,3,2,432
15969,3,3,666.1,5,4,3,543
15970,304,1,314.1,1,2,2,122
15971,53,7,273.05,3,5,2,352
15973,367,1,231.5,1,2,2,122
15974,40,7,3271.71,3,5,5,355
15975,85,1,371.01,2,2,2,222
15976,166,2,420.08,2,3,3,233
15977,18,2,768.17,4,3,3,433
15978,78,1,1014.1800000000001,2,2,4,224
15980,89,3,1250.0,2,4,4,244
15981,25,8,2328.48,4,5,5,455
15983,23,4,1201.76,4,4,4,444
15984,3,9,2022.21,5,5,5,555
15985,124,2,620.1800000000001,2,3,3,233
15986,31,1,126.11999999999999,4,2,1,421
15987,13,6,937.59,5,5,4,554
15988,20,1,152.78,4,2,1,421
15990,45,2,709.91,3,3,3,333
15992,4,1,41.989999999999995,5,2,1,521
15993,9,7,2748.63,5,5,5,555
15994,55,1,369.27,3,2,2,322
15996,89,6,1032.58,2,5,4,254
15998,37,5,3072.66,3,4,5,345
16003,30,5,2588.37,4,4,5,445
16005,13,4,578.71,5,4,3,543
16006,212,1,101.4,1,2,1,121
16007,48,4,1665.97,3,4,4,344
16008,24,3,460.06,4,4,3,443
16009,23,4,972.11,4,4,4,444
16010,246,3,392.4,1,4,2,142
16011,9,16,3288.58,5,5,5,555
16012,36,3,1276.3700000000001,3,4,4,344
16013,8,8,1045.1,5,5,4,554
16014,38,3,646.83,3,4,3,343
16015,4,3,583.35,5,4,3,543
16016,4,8,1465.51,5,5,4,554
16017,48,1,211.88,3,2,2,322
16018,40,2,394.86,3,3,2,332
16019,47,9,3515.28,3,5,5,355
16020,17,3,749.01,4,4,3,443
16022,261,1,602.63,1,2,3,123
16023,47,3,719.81,3,4,3,343
16024,13,1,224.39,5,2,2,522
16025,30,1,439.65999999999997,4,2,3,423
16026,44,1,236.09,3,2,2,322
16027,138,4,280.5,2,4,2,242
16029,66,22,10326.9,3,5,5,355
16030,310,1,320.8,1,2,2,122
16031,93,2,547.9,2,3,3,233
16033,6,20,8778.82,5,5,5,555
16034,197,3,407.1,1,4,2,142
16036,88,2,615.64,2,3,3,233
16037,270,3,855.02,1,4,4,144
16038,8,3,471.78000000000003,5,4,3,543
16040,66,3,1258.1100000000001,3,4,4,344
16042,23,5,1154.07,4,4,4,444
16043,38,4,695.99,3,4,3,343
16045,120,4,1340.7,2,4,4,244
16048,374,2,256.44,1,3,2,132
16049,41,3,1059.69,3,4,4,344
16050,174,1,93.38,2,2,1,221
16052,55,1,343.34,3,2,2,322
16053,33,2,1252.75,4,3,4,434
16054,146,1,770.46,2,2,3,223
16055,221,1,134.8,1,2,1,121
16056,46,1,609.95,3,2,3,323
16057,17,7,2263.12,4,5,5,455
16059,66,6,1453.16,3,5,4,354
16062,10,4,949.62,5,4,4,544
16063,261,1,335.32,1,2,2,122
16065,366,1,326.34000000000003,1,2,2,122
16066,17,5,1316.44,4,4,4,444
16070,23,2,852.15,4,3,4,434
16071,45,1,326.24,3,2,2,322
16072,289,1,577.6,1,2,3,123
16076,4,9,2107.41,5,5,5,555
16078,284,1,79.2,1,2,1,121
16079,17,3,159.14,4,4,1,441
16080,82,2,217.16,2,3,2,232
16081,57,5,2619.62,3,4,5,345
16083,101,2,606.14,2,3,3,233
16084,300,1,436.18,1,2,3,123
16085,24,5,939.75,4,4,4,444
16086,60,5,942.51,3,4,4,344
16091,155,2,315.06,2,3,2,232
16092,115,3,817.86,2,4,4,244
16093,107,1,17.0,2,2,1,221
16094,12,4,1078.23,5,4,4,544
16096,265,1,320.62,1,2,2,122
16097,241,1,185.04999999999998,1,2,1,121
16098,88,7,1721.01,2,5,5,255
16099,51,3,731.9,3,4,3,343
16101,71,1,1290.7,3,2,4,324
16102,43,3,1712.54,3,4,5,345
16103,8,6,1352.6,5,5,4,554
16104,62,1,298.21,3,2,2,322
16105,249,1,165.6,1,2,1,121
16106,66,1,108.38,3,2,1,321
16107,29,6,892.9000000000001,4,5,4,454
16108,85,1,828.58,2,2,4,224
16109,219,2,339.71999999999997,1,3,2,132
16110,46,3,1320.95,3,4,4,344
16112,144,2,100.7,2,3,1,231
16113,184,1,126.10000000000001,1,2,1,121
16114,171,1,135.75000000000003,2,2,1,221
16115,10,8,1660.8799999999999,5,5,4,554
16116,212,1,612.78,1,2,3,123
16117,190,1,232.21,1,2,2,122
16119,9,2,363.96000000000004,5,3,2,532
16120,60,3,588.1,3,4,3,343
16121,58,2,854.66,3,3,4,334
16122,74,4,342.18,2,4,2,242
16123,52,1,307.78,3,2,2,322
16124,318,1,249.0,1,2,2,122
16125,368,1,289.35,1,2,2,122
16126,30,4,5077.93,4,4,5,445
16127,40,1,656.25,3,2,3,323
16128,18,5,1880.22,4,4,5,445
16131,52,6,2390.94,3,5,5,355
16133,4,31,7441.28,5,5,5,555
16134,22,2,618.09,4,3,3,433
16135,263,1,517.55,1,2,3,123
16136,60,3,679.14,3,4,3,343
16139,19,3,635.41,4,4,3,443
16140,66,2,518.9,3,3,3,333
16141,89,1,620.4,2,2,3,223
16142,250,1,494.54,1,2,3,123
16143,4,6,2322.94,5,5,5,555
16144,247,1,175.2,1,2,1,121
16145,9,11,3480.65,5,5,5,555
16146,204,2,557.13,1,3,3,133
16147,134,1,361.08,2,2,2,222
16149,5,2,251.24,5,3,2,532
16150,43,5,2053.02,3,4,5,345
16152,269,1,1206.3600000000001,1,2,4,124
16153,50,5,1548.23,3,4,4,344
16156,9,9,2990.04,5,5,5,555
16157,16,3,417.05,4,4,3,443
16159,282,1,348.2,1,2,2,122
16160,66,1,173.09999999999997,3,2,1,321
16161,2,19,5489.92,5,5,5,555
16162,253,1,37.4,1,2,1,121
16163,366,1,254.1,1,2,2,122
16164,18,3,718.44,4,4,3,443
16168,11,23,1889.22,5,5,5,555
16169,9,4,1730.5700000000002,5,4,5,545
16170,51,6,1673.37,3,5,4,354
16171,60,1,73.2,3,2,1,321
16172,96,5,1116.81,2,4,4,244
16173,16,6,1418.32,4,5,4,454
16174,127,3,551.95,2,4,3,243
16175,95,4,1037.59,2,4,4,244
16177,51,1,331.95,3,2,2,322
16178,139,1,197.9,2,2,1,221
16179,61,1,215.83,3,2,2,322
16180,101,8,2082.88,2,5,5,255
16181,74,1,163.94,2,2,1,221
16182,73,1,102.64999999999999,2,2,1,221
16183,68,1,338.71000000000004,3,2,2,322
16184,65,6,960.63,3,5,4,354
16185,17,2,529.41,4,3,3,433
16186,23,12,3701.58,4,5,5,455
16187,32,15,5722.96,4,5,5,455
16188,45,4,967.82,3,4,4,344
16189,16,2,155.48,4,3,1,431
16190,41,1,184.84,3,2,1,321
16191,3,11,2863.52,5,5,5,555
16193,237,1,300.53,1,2,2,122
16198,76,1,400.68100000000004,2,2,2,222
16200,5,2,1068.8700000000001,5,3,4,534
16201,4,4,1790.67,5,4,5,545
16202,361,1,365.27,1,2,2,122
16203,59,4,592.9,3,4,3,343
16204,24,1,384.18,4,2,2,422
16205,31,4,629.8299999999999,4,4,3,443
16206,55,4,537.0600000000001,3,4,3,343
16207,26,1,394.38,4,2,2,422
16208,45,2,664.26,3,3,3,333
16209,89,5,779.18,2,4,4,244
16210,2,15,2407.3,5,5,5,555
16211,89,1,547.02,2,2,3,223
16212,20,2,690.34,4,3,3,433
16213,79,1,159.0,2,2,1,221
16214,171,3,1021.95,2,4,4,244
16215,81,1,242.35,2,2,2,222
16216,268,1,914.9300000000001,1,2,4,124
16217,236,2,304.25,1,3,2,132
16218,30,5,1381.98,4,4,4,444
16221,37,3,787.18,3,4,4,344
16222,319,1,773.5500000000001,1,2,3,123
16224,58,4,1241.7,3,4,4,344
16225,45,5,1096.32,3,4,4,344
16226,204,3,181.20000000000002,1,4,1,141
16227,226,1,314.22,1,2,2,122
16229,88,2,1010.6,2,3,4,234
16230,190,2,542.03,1,3,3,133
16232,44,4,795.88,3,4,4,344
16233,72,3,536.6800000000001,3,4,3,343
16235,41,5,867.31,3,4,4,344
16236,79,1,432.2,2,2,3,223
16239,57,2,414.2,3,3,3,333
16240,25,2,3115.42,4,3,5,435
16241,10,13,2570.15,5,5,5,555
16242,9,7,3557.18,5,5,5,555
16243,34,2,409.1,3,3,2,332
16244,212,2,1522.75,1,3,4,134
16245,24,3,1348.26,4,4,4,444
16247,171,1,84.68,2,2,1,221
16248,62,1,152.94,3,2,1,321
16249,53,5,1425.99,3,4,4,344
16250,262,2,389.44,1,3,2,132
16253,67,2,2207.68,3,3,5,335
16255,17,8,2444.91,4,5,5,455
16256,267,1,169.95000000000002,1,2,1,121
16257,177,1,46.95,2,2,1,221
16258,46,5,3588.01,3,4,5,345
16260,51,1,652.45,3,2,3,323
16261,18,4,728.54,4,4,3,443
